ID,Title,Author,Price,Edition,ASIN,ISBN-13,ISBN-10,Paperback,Series,Publisher_dummy,Publisher,Publication_Date,Sold_by,Language,Product Dimensions,Shipping Weight,,,,,
109,Hacking Exposed Web 2.0: Web 2.0 Security Secrets and Solutions,Rich Cannings# Himanshu Dwivedi# Zane Lackey# Himanshu Dwivedi# Jesse Burns# Zane Lackey# Alex Stamos# Jesse Burns# Chris Clark# Alex Stamos,$31.51 ,1st Edition,,978-0071494618,71494618,258 pages,Hacking Exposed,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.6 x 9 inches,1.1 pounds (View shipping rates and policies),,,,,
110,Ace the IT Interview ,Paula Moreira,$19.01 ,2nd Edition,,978-0071495783,71495789,296 pages,Ace the It Job Interview,McGraw-Hill Education,McGraw-Hill Education,,,English,8 x 0.7 x 10 inches,1.3 pounds (View shipping rates and policies),,,,,
111,How to Do Everything with Online Video,Andrew Shalat,$19.99 ,1st Edition,,978-0071496438,71496432,270 pages,How to Do Everything,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.6 x 8.9 inches,1 pounds (View shipping rates and policies),,,,,
112,The Musician's Guide to Pro Tools,John Keane,$24.49 ,2nd Edition,,978-0071497428,71497420,363 pages,,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.2 x 0.8 x 9 inches,1.4 pounds,,,,,
113,How to Do Everything with Your iPhone,Jason Chen# Adam Pash,$16.08 ,1st Edition,,978-0071497909,71497900,296 pages,How to Do Everything,McGraw-Hill Education,McGraw-Hill Education,,,English,7.2 x 0.7 x 8.9 inches,1.2 pounds (View shipping rates and policies),,,,,
114,eBay PowerSeller Secrets: Insider Tips from eBay's Most Successful Sellers ,Debra Schepp# Brad Schepp,$20.73 ,,,,,,,,,,,,,,,,,,
115,Successful Business Intelligence: Secrets to Making BI a Killer App,Cindi Howson,$22.99 ,1st Edition,,978-0071498517,71498516,,,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,6.4 x 0.7 x 9.4 inches,1.2 pounds,,,,,
116,"How to Make Money with Your Blog: The Ultimate Reference Guide for Building, Optimizing, and Monetizing Your Blog",Duane Forrester# Gavin Powell,$15.15 ,1st Edition,,978-0071508575,71508570,256 pages,How to Make . . .,McGraw-Hill Education,McGraw-Hill Education,,,English,5.9 x 0.6 x 8.9 inches,11.2 ounces (View shipping rates and policies),,,,,
117,Switch-Mode Power Supplies Spice Simulations and Practical Designs,Christophe Basso,$81.90 ,1st Edition,,978-0071508582,71508589,,,McGraw-Hill Professional,McGraw-Hill Professional,,,English,6.3 x 1.5 x 9.3 inches,2.7 pounds,,,,,
118,"Nintendo Wii Flash Game Creator's Guide: Design, Develop, and Share Your Games Online",Todd Perkins,$32.00 ,,,,,,,,,,,,,,,,,,
119,Robot Programmer's Bonanza,John Blankenship# Samuel Mishal,$17.60 ,1st Edition,,978-0071547970,71547975,396 pages,,McGraw-Hill Education TAB,McGraw-Hill Education TAB,,,English,7.2 x 1 x 8.9 inches,1.6 pounds (View shipping rates and policies),,,,,
120,SAP® NetWeaver Portal Technology: The Complete Reference,Rabi Jay,$25.15 ,1st Edition,,978-0071548533,007154853X,735 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.2 x 1.5 x 9 inches,3.4 pounds (View shipping rates and policies),,,,,
121,ENTERPRISE 2.0 IMPLEMENTATION: Integrate Web 2.0 Services into Your Enterprise,Aaron Newman# Jeremy Thomas,$30.49 ,1st Edition,,978-0071591607,71591605,406 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.9 x 9.1 inches,1.6 pounds (View shipping rates and policies),,,,,
122,Teach Yourself Basic Mac Skills ,Rod Lawton,$3.90 ,1st Edition,,978-0071598415,71598413,256 pages,Teach Yourself,McGraw-Hill,McGraw-Hill,,,English,5.1 x 0.7 x 7.8 inches,8 ounces,,,,,
123,MCTS Windows Server 2008 Active Directory Services Study Guide ,Dennis Suhanovs,$28.99 ,1st Edition,,978-0071599276,71599274,600 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 1.2 x 9 inches,2.2 pounds (View shipping rates and policies),,,,,
124,"CISSP All-in-One Exam Guide, Fifth Edition",Shon Harris,$46.49 ,5th Edition,,978-0071602174,71602178,,All-in-One,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.7 x 2.5 x 9.4 inches,5 pounds,,,,,
125,How to Do Everything: Adobe Illustrator CS4,Sue Jenkins,$23.49 ,1st Edition,,978-0071603102,71603107,384 pages,,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,0.8 x 7.5 x 9.2 inches,1.4 pounds (View shipping rates and policies),,,,,
126,The Race for Perfect:  Inside the Quest to Design the Ultimate Portable Computer,Steve Hamm,$0.04 - $35.00,1st Edition,,978-0071606103,71606106,,,McGraw-Hill Education,McGraw-Hill Education,,,English,6.2 x 1.1 x 8.9 inches,1.3 pounds (View shipping rates and policies),,,,,
127,OCA Oracle Database SQL Certified Expert Exam Guide ,Steve O'Hearn,$34.93 ,1st Edition,,978-0071614214,71614214,796 pages,Oracle Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.5 x 1.7 x 9.2 inches,3 pounds (View shipping rates and policies),,,,,
128,"Mike Meyers' CompTIA Network+ Guide to Managing and Troubleshooting Networks Lab Manual, Second Edition",Michael Meyers,$9.99 - $19.95,2nd Edition,,978-0071615266,71615261,352 pages,,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.1 x 0.7 x 11.3 inches,1.7 pounds,,,,,
129,CWTS Certified Wireless Technology Specialist Study Guide ,Tom Carpenter,$28.98 ,1st Edition,,978-0071615341,71615342,656 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 1.1 x 9.2 inches,1.9 pounds (View shipping rates and policies),,,,,
130,"CAPM/PMP Project Management Certification All-in-One Exam Guide with CD-ROM, Second Edition",Joseph Phillips,$31.51 ,2nd Edition,,978-0071632997,71632999,,All-in-One,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.7 x 1.4 x 9.2 inches,2.6 pounds,,,,,
131,"Principles of Computer Security, CompTIA Security+ and Beyond, Second Edition ",Wm. Arthur Conklin# Gregory White# Dwayne Williams# Gregory White# Roger Davis# Dwayne Williams# Chuck Cothren# Roger Davis# Corey Schou# Chuck Cothren,$29.95 ,2nd Edition,,978-0071633758,71633758,730 pages,Mike Meyers' Computer Skills,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.5 x 1 x 10.8 inches,3.2 pounds,,,,,
132,"Principles of Digital Audio, Sixth Edition ",Ken Pohlmann,$31.00 ,6th Edition,,978-0071663465,71663460,816 pages,Digital Video/Audio,McGraw-Hill Education TAB,McGraw-Hill Education TAB,,,English,7.4 x 1.1 x 9.3 inches,3.6 pounds (View shipping rates and policies),,,,,
133,Security Information and Event Management ,David R. Miller# Shon Harris# Allen Harper# Stephen VanDyke# Allen Harper# Chris Blask# Stephen VanDyke,$34.23 ,1st Edition,,978-0071701099,71701095,464 pages,Network Pro Library,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.8 x 9.1 inches,1.8 pounds (View shipping rates and policies),,,,,
134,Computer-Aided Drug Design and Delivery Systems,Ahindra Nag# Baishakhi Dey,$107.20 ,1st Edition,,978-0071701242,71701249,,,McGraw-Hill Education,McGraw-Hill Education,,,English,6.3 x 0.8 x 9.3 inches,1 pounds (View shipping rates and policies),,,,,
135,CISSP Practice Exams,Shon Harris,$24.23 ,1st Edition,,978-0071701396,71701397,414 pages,,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.4 x 0.9 x 9.2 inches,1.2 pounds,,,,,
136,"CompTIA A+ Certification Study Guide, Seventh Edition ",Jane Holcombe# Charles Holcombe,$28.99 ,7th Edition,,978-0071701457,71701451,,Certification Press,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.7 x 2.1 x 9.2 inches,4 pounds,,,,,
137,"Mike Meyers' CompTIA A  Guide to Managing & Troubleshooting PCs Lab Manual, Third Edition ",Michael Meyers,$22.72 ,3rd Edition,,978-0071702997,71702997,560 pages,Mike Meyers' Computer Skills,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.4 x 1.1 x 10.9 inches,2.8 pounds,,,,,
138,IT Security Metrics: A Practical Framework for Measuring Security & Protecting Data,Lance Hayden,$25.18 ,1st Edition,,978-0071713405,71713409,396 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.8 x 9.1 inches,1.4 pounds (View shipping rates and policies),,,,,
139,CWNA Certified Wireless Network Administrator & CWSP Certified Wireless Security Professional All-in-One Exam Guide ,Tom Carpenter,$44.30 ,1st Edition,,978-0071713887,71713883,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.6 x 1.9 x 9.4 inches,3.6 pounds (View shipping rates and policies),,,,,
140,The Hyper-Social Organization: Eclipse Your Competition by Leveraging Social Media,Francois Gossieaux# Ed Moran,$24.11 ,,,,,,,,,,,,,,,,,,
141,Oracle CRM On Demand Deployment Guide ,Jeff Saenger# Tim Koehler# Louis Peters# Tim Koehler,$33.15 ,,,,,,,,,,,,,,,,,,
142,"Mike Meyers CompTIA A+ Guide: Essentials Lab Manual, Third Edition ",Michael Meyers,$30.00 ,3rd Edition,,978-0071736428,71736425,320 pages,Mike Meyers' Computer Skills,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.5 x 0.7 x 11 inches,1.6 pounds,,,,,
143,"Mike Meyers' CompTIA A+ Guide: Practical Application Lab Manual, Third Edition ",Michael Meyers,$30.00 ,3rd Edition,,978-0071736459,007173645X,320 pages,Mike Meyers' Computer Skills,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.4 x 0.6 x 10.8 inches,1.6 pounds (View shipping rates and policies),,,,,
144,"Mike Meyers' CompTIA A+ Guide: Practical Application, Third Edition ",Michael Meyers,$48.00 ,3rd Edition,,978-0071738699,007173869X,592 pages,Mike Meyers' Computer Skills,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.3 x 1 x 10.9 inches,2.6 pounds,,,,,
145,NetBeans IDE Programmer Certified Expert Exam Guide ,Robert Liguori# Ryan Cuprak,$28.99 ,1st Edition,,978-0071738804,71738800,685 pages,Certification Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 1.4 x 9.2 inches,2.6 pounds (View shipping rates and policies),,,,,
146,CTS Certified Technology Specialist Exam Guide,Sven Laurik# InfoComm International,$40.49 ,1st Edition,,978-0071739191,007173919X,,All-In-One,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.7 x 1.4 x 9.3 inches,2.5 pounds,,,,,
147,Get Started with Computing Windows 7 Edition: A Teach Yourself Guide ,Moira Stephen,$5.95 ,1st Edition,,978-0071739979,71739971,320 pages,Teach Yourself,McGraw-Hill,McGraw-Hill,,,English,5.1 x 1 x 7.8 inches,15.2 ounces,,,,,
148,Project Management for Healthcare Information Technology,Scott Coplan# David Masuda,$38.83 - $53.27,1st Edition,,978-0071740531,71740538,288 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 0.7 x 9.3 inches,1 pounds (View shipping rates and policies),,,,,
149,Designing an IAM Framework with Oracle Identity and Access Management Suite ,Jeff Scheidel,$23.74 ,1st Edition,,978-0071741378,71741372,368 pages,Oracle Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 0.8 x 9.2 inches,1.4 pounds (View shipping rates and policies),,,,,
150,Computer Forensics InfoSec Pro Guide,David Cowen,$21.38 ,1st Edition,,978-0071742450,007174245X,344 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,0.8 x 7.8 x 9 inches,1.2 pounds (View shipping rates and policies),,,,,
151,How to Do Everything Microsoft SharePoint 2010,Stephen Cawood,$14.49 ,1st Edition,,978-0071743679,71743677,272 pages,How to Do Everything,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 0.6 x 9.2 inches,1 pounds (View shipping rates and policies),,,,,
152,PMP Project Management Professional Lab Manual,Joseph Phillips,$17.82 ,1st Edition,,978-0071744263,71744266,480 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 1 x 9.2 inches,1.8 pounds (View shipping rates and policies),,,,,
153,Quick Start Guide to Oracle Fusion Development: Oracle JDeveloper and Oracle ADF ,Grant Ronald,$18.70 ,1st Edition,,978-0071744287,71744282,224 pages,Oracle Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.6 x 9.1 inches,1 pounds (View shipping rates and policies),,,,,
154,"Databases DeMYSTiFieD, 2nd Edition",Andy Oppel,$10.99 ,2nd Edition,,978-0071747998,71747990,448 pages,Demystified,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.8 x 9.1 inches,1.4 pounds (View shipping rates and policies),,,,,
155,Multimedia Making It Work Eighth Edition,Tay Vaughan,$38.18 ,8th Edition,,978-0071748469,71748466,478 pages,,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.4 x 0.8 x 10.8 inches,2.1 pounds,,,,,
156,"Principles of Computer Security CompTIA Security+ and Beyond Lab Manual, Second Edition ",Vincent Nestler# Gregory White# Vincent Nestler# Wm. Arthur Conklin# Matthew Hirsch# Corey Schou# Matthew Hirsch,$24.24 ,2nd Edition,,978-0071748568,71748563,352 pages,CompTIA Authorized,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,8.4 x 0.8 x 10.9 inches,1.7 pounds,,,,,
157,Practical DMX Queries for Microsoft SQL Server Analysis Services 2008,Art Tennick,$29.99 ,1st Edition,,978-0071748667,71748660,336 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 0.7 x 9 inches,12.6 ounces (View shipping rates and policies),,,,,
158,Quicken 2011 Official Guide ,Bobbi Sandberg,$4.34 - $25.00,1st Edition,,978-0071748681,71748687,632 pages,The Official Guide,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 1.2 x 9.1 inches,2.3 pounds (View shipping rates and policies),,,,,
159,How to Do Everything iPad,Joli Ballew,$14.85 ,1st Edition,,978-0071748698,71748695,332 pages,How to Do Everything,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 0.7 x 9.2 inches,1.2 pounds (View shipping rates and policies),,,,,
160,How to Do Everything Nexus One,Bud Smith,$14.49 ,1st Edition,,978-0071748728,71748725,288 pages,How to Do Everything,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.3 x 0.6 x 9.1 inches,6.4 ounces,,,,,
161,Microsoft SQL Server 2008 R2 Master Data Services,Tyler Graham# Suzanne Selhorn,$28.99 ,1st Edition,,978-0071756235,007175623X,384 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.8 x 9.1 inches,1 pounds (View shipping rates and policies),,,,,
162,iPad & iPhone Administrator's Guide: Enterprise Deployment Strategies and Security Solutions ,Guy Hart-Davis,$23.49 ,1st Edition,71759069,978-0071759069,9.78007E+12,336 pages,Network Pro Library,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.7 x 9.1 inches,1.2 pounds (View shipping rates and policies),,,,,
163,CompTIA Strata IT Fundamentals All-in-One Exam Guide ,Scott Jernigan# Mike Meyers,$36.49 ,1st Edition,,978-0071760225,71760229,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.6 x 1.3 x 9.4 inches,2.4 pounds (View shipping rates and policies),,,,,
164,CSSLP Certification All-in-One Exam Guide,Wm. Arthur Conklin# Daniel Shoemaker,$34.99 ,1st Edition,,978-0071760263,71760261,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,9.3 x 7.7 x 1.2 inches,2.2 pounds (View shipping rates and policies),,,,,
165,Wireless Network Security A Beginner's Guide,Tyler Wrightson,$23.66 ,1st Edition,,978-0071760942,71760946,368 pages,Beginners Guide,McGraw-Hill Education,McGraw-Hill Education,,,English,7.2 x 0.8 x 9 inches,1.3 pounds (View shipping rates and policies),,,,,
166,Microsoft SQL Server 2012 A Beginners Guide 5/E,Dusan Petkovic,$16.20 - $22.88,5th Edition,,978-0071761604,71761608,832 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 1.5 x 9.1 inches,2.8 pounds (View shipping rates and policies),,,,,
167,Building and Managing a Cloud Using Oracle Enterprise Manager 12c ,Madhup Gulati# Adeesh Fulay# Sudip Datta# Adeesh Fulay,$29.40 ,1st Edition,,978-0071763226,71763228,304 pages,Oracle Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.7 x 9.1 inches,1.2 pounds (View shipping rates and policies),,,,,
168,Mike Meyers' Guide to Supporting Windows 7 for CompTIA A+ Certification ,Mike Meyers,$16.50 ,1st Edition,,978-0071763929,71763929,240 pages,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 0.6 x 9.1 inches,15.2 ounces (View shipping rates and policies),,,,,
169,CompTIA CTP+ Convergence Technologies Professional Certification Study Guide ,Tom Carpenter,$24.26 ,1st Edition,,978-0071767576,71767576,672 pages,Certification Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 1.3 x 9.2 inches,2.4 pounds (View shipping rates and policies),,,,,
170,Windows 7 for Seniors QuickSteps,Marty Matthews,$9.99 ,1st Edition,,978-0071768054,007176805X,304 pages,QuickSteps,McGraw-Hill Education,McGraw-Hill Education,,,English,8 x 0.6 x 10 inches,14.4 ounces (View shipping rates and policies),,,,,
171,"CISA Certified Information Systems Auditor All-in-One Exam Guide, 2nd Edition",Peter Gregory,$33.13 ,2nd Edition,,978-0071769105,71769102,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.6 x 1.7 x 9.5 inches,3.2 pounds (View shipping rates and policies),,,,,
172,"Mike Meyers' CompTIA Security+ Certification Passport, Third Edition ",T. J. Samuelle,$14.25 ,3rd Edition,,978-0071770385,71770380,480 pages,Mike Meyers' Certficiation Passport,McGraw-Hill Education,McGraw-Hill Education,,,English,6 x 0.9 x 9 inches,1.5 pounds (View shipping rates and policies),,,,,
173,CompTIA CTT+ Certified Technical Trainer All-in-One Exam Guide,Joseph Phillips,$30.30 ,1st Edition,,978-0071771160,71771166,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.5 x 1.3 x 9.7 inches,2.8 pounds (View shipping rates and policies),,,,,
174,CompTIA Security+ Certification Study Guide ,Glen E. Clarke,$23.75 ,1st Edition,,978-0071771405,71771409,864 pages,Official CompTIA Guide,McGraw-Hill Education,McGraw-Hill Education,,,English,7.3 x 1.6 x 9.3 inches,3.2 pounds (View shipping rates and policies),,,,,
175,SSCP Systems Security Certified Practitioner All-in-One Exam Guide,Darril Gibson,$30.30 ,1st Edition,,978-0071771566,71771565,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.6 x 1.4 x 9.4 inches,2.2 pounds,,,,,
176,Facebook for Seniors QuickSteps,Carole Matthews,$9.99 ,1st Edition,,978-0071772655,71772650,256 pages,,McGraw-Hill Education,McGraw-Hill Education,,,English,0.5 x 7.8 x 10 inches,1.1 pounds (View shipping rates and policies),,,,,
177,101 Spy Gadgets for the Evil Genius 2/E,Brad Graham# Kathy McGowan,$13.99 ,2nd Edition,,,,,,,,,,,,,,,,,
178,Arduino + Android Projects for the Evil Genius: Control Arduino with Your Smartphone or Tablet,Simon Monk,$13.99 ,1st Edition,,978-0071775960,007177596X,224 pages,Evil Genius,McGraw-Hill Education TAB,McGraw-Hill Education TAB,,,English,8.5 x 0.4 x 10.9 inches,1.2 pounds (View shipping rates and policies),,,,,
179,CASP CompTIA Advanced Security Practitioner Certification Study Guide ,Wm. Arthur Conklin# Gregory White# Dwayne Williams# Gregory White,$24.80 ,1st Edition,,978-0071776202,71776206,704 pages,Certification Press,McGraw-Hill Education,McGraw-Hill Education,,,English,7.5 x 1.4 x 9.1 inches,2.5 pounds (View shipping rates and policies),,,,,
180,How to Do Everything iPad 2,Joli Ballew,$14.49 ,1st Edition,,978-0071780919,71780912,384 pages,How to Do Everything,McGraw-Hill Osborne Media,McGraw-Hill Osborne Media,,,English,7.2 x 0.7 x 9.4 inches,1.4 pounds,,,,,
181,"CISSP All-in-One Exam Guide, 6th Edition",Shon Harris,$36.82 ,6th Edition,,978-0071781749,71781749,,All-in-One,McGraw-Hill Education,McGraw-Hill Education,,,English,7.8 x 2.3 x 9.4 inches,5.2 pounds (View shipping rates and policies),,,,,
182,Arduino Robot Bonanza,Gordon McComb,$16.50 ,1st Edition,,978-0071782777,007178277X,416 pages,,McGraw-Hill Education TAB,McGraw-Hill Education TAB,,,English,1 x 7.5 x 9 inches,1.5 pounds (View shipping rates and policies),,,,,
183,How to Do Everything iPhone 4S,Guy Hart-Davis,$14.85 ,1st Edition,,978-0071783071,71783075,592 pages,How to Do Everything,McGraw-Hill Education,McGraw-Hill Education,,,English,7.4 x 1.1 x 9 inches,2.1 pounds (View shipping rates and policies),,,,,
