#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.Title,ltable.Author,ltable.ISBN_13,ltable.Publisher,rtable.Title,rtable.Author,rtable.ISBN_13,rtable.Publisher,gold
762195,4491,927,Learn Microsoft Excel 2002: VBA Programming with XML and ASP,Julitta Korol,978-1556227615,"Wordware Publishing, Inc.","Microsoft? Access? 2010 Programming By Example: with VBA, XML, and ASP",Julitta Korol,978-1936420025,Mercury Learning and Information,0
772878,4530,4274,"Computer Organization and Design, Third Edition: The Hardware/Software Interface, Third Edition",David A. Patterson# John L. Hennessy,978-1558606043,Morgan Kaufmann,Computer Organization and Design Fundamentals: Examining Computer Hardware From the Bottom to the Top,David Tarnoff,978-1257147557,Lulu.com,0
773551,4531,5882,Persuasive Technology: Using Computers to Change What We Think and Do,B.J. Fogg,978-1558606432,Morgan Kaufmann,Persuasive Technology: Using Computers to Change What We Think and Do / Edition 1,B.J. Fogg,978-1558606432,Elsevier Science,1
775526,4539,8939,Digital Video and HD: Algorithms and Interfaces,Charles Poynton,978-1558607927,Morgan Kaufmann,Digital Video and HD: Algorithms and Interfaces / Edition 2,Charles Poynton,978-0123919267,Elsevier Science,1
777618,4547,1084,"Computer Networks, Third Edition: A Systems Approach, 3rd Edition",Larry L. Peterson# Bruce S. Davie,978-1558608320,Morgan Kaufmann,Computer Networks / Edition 5,Andrew S. Tanenbaum# David J. Wetherall,978-0132126953,Pearson,0
784925,4618,1559,Advanced Adobe Photoshop for Macintosh Classroom in a Book,Adobe Creative Team,978-1568301174,Adobe Pr,Adobe Fireworks CS6 Classroom in a Book,Adobe Creative Team,978-0321822444,Adobe Press,0
784926,4618,163,Advanced Adobe Photoshop for Macintosh Classroom in a Book,Adobe Creative Team,978-1568301174,Adobe Pr,Adobe Photoshop CC Classroom in a Book,Kordes Adobe Creative Team,978-0133924442,Adobe Press,0
784933,4618,2653,Advanced Adobe Photoshop for Macintosh Classroom in a Book,Adobe Creative Team,978-1568301174,Adobe Pr,Adobe Premiere Elements 8 Classroom in a Book,Adobe Creative Team,978-0132089319,Pearson Education,0
784951,4618,5793,Advanced Adobe Photoshop for Macintosh Classroom in a Book,Adobe Creative Team,978-1568301174,Adobe Pr,Adobe After Effects CS5 Classroom in a Book,Adobe Creative Team,978-0321704498,Adobe Press,0
791419,4660,603,"Windows 3.1 For Dummies, A Reference For The Rest Of Us!",Andy Rathbone,978-1568841823,"IDG Books, An International Data Group Company",Windows 8 For Dummies,Andy Rathbone,978-1118134610,Wiley,0
812800,4780,245,AI Application Programming,M. Tim Jones,978-1584504214,Charles River Media,C Programming Language / Edition 2,Brian W. Kernighan# Dennis Ritchie# Dennis M. Ritchie,978-0131103627,Prentice Hall,0
818019,4819,1882,Cisco ISP Essentials,Barry Raveendran Greene# Philip Smith,978-1587050411,Cisco Press,Linux Essentials,Roderick W. Smith,978-1118106792,Wiley,0
830315,4900,4235,"Pro .NET 1.1 Network Programming, Second Edition",Christian Nagel# Ajit Mungale# Vinod Kumar# Ajit Mungale# Nauman Laghari# Vinod Kumar# Andrew Krowczyk# Nauman Laghari# Tim Parker# Andrew Krowczyk# Srinivasa Sivakumar# Tim Parker# Alexandru Serban,,,UNIX Network Programming: The Sockets Networking API / Edition 3,W. Richard Stevens# Bill Fenner# Andrew M. Rudoff,978-0131411555,Addison-Wesley,0
833641,4914,2172,SharePoint 2007 User's Guide: Learning Microsoft's Collaboration and Productivity Platform,Tony Smith# Seth Bates,,,SharePoint 2013 User's Guide: Learning Microsoft's Business Collaboration Platform,Anthony Smith,978-1430248330,Apress,0
835479,4926,376,"Electrical Engineering Quick Reference for the Power, Electrical and Electronics, and Computer PE Exams",John  A. Camara PE,978-1591261131,"Professional Publications, Inc.",FE Exam Review: Electrical and Computer Engineering / Edition 1,Myron E. Sveum PE,978-1591260691,"Professional Publications, Incorporated",0
838366,4940,364,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,,,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,978-1591846284,Penguin Publishing Group,1
840298,4959,6249,PHP Game Programming,Matt Rutledge,978-1592001538,Course Technology PTR,Programming iOS 7,Matt Neuburg,978-1449372347,"O'Reilly Media, Incorporated",0
844196,4979,3099,Adobe Photoshop  CS2 Revealed,Elizabeth Eisner Reding,978-1592008322,Course Technology PTR,Adobe Photoshop CS6 Revealed,Elizabeth Eisner Reding,978-1133693222,Cengage Learning,0
850512,5033,2062,"The IT / Digital Legal Companion: A Comprehensive Business Guide to Software, IT, Internet, Media and IP Law",Gene K. Landy# Amy J. Mastrobattista,978-1597492560,Syngress,"The IT / Digital Legal Companion: A Comprehensive Business Guide to Software, IT, Internet, Media and IP Law",Gene K. Landy# Amy J. Mastrobattista,978-0080558820,Elsevier Science,1
853189,5048,5910,Security Risk Management: Building an Information Security Risk Management Program from the Ground Up,Evan Wheeler,978-1597496155,Syngress,Security Risk Management: Building an Information Security Risk Management Program from the Ground Up,Evan Wheeler,978-1597496155,Elsevier Science,1
857006,5072,8296,Beginning Java 5 Game Programming,Jonathan S. Harbour,978-1598631500,Cengage Learning PTR,DarkBASIC Pro Game Programming / Edition 2,Jonathan S. Harbour# Joshua R. Joshua R. Smith,978-1598632873,Cengage Learning,0
859252,5086,285,Adobe Photoshop Lightroom Photographers' Guide,John G. Blair,978-1598633399,Course Technology PTR,Adobe Photoshop Lightroom CC (2015 release) / Lightroom 6 Classroom in a Book,John Evans,978-0133924824,Adobe Press,0
862838,5104,3895,David Busch's Quick Snap Guide to Photo Gear,David D. Busch# Dan Simon,978-1598634549,Cengage Learning PTR,David Busch's Sony Alpha NEX-7 Guide to Digital Photography,David D. Busch,978-1133597452,Cengage Learning,0
863440,5105,3447,David Busch's Quick Snap Guide to Using Digital SLR Lenses,David D. Busch,978-1598634556,Cengage Learning PTR,David Busch's Canon EOS Rebel T4i/650D Guide to Digital SLR Photography,David D. Busch,978-1285424576,Cengage Learning,0
863508,5105,4477,David Busch's Quick Snap Guide to Using Digital SLR Lenses,David D. Busch,978-1598634556,Cengage Learning PTR,David Busch's Nikon D7000 Guide to Digital SLR Photography,David D. Busch,978-1435459427,Cengage Learning,0
863664,5105,6958,David Busch's Quick Snap Guide to Using Digital SLR Lenses,David D. Busch,978-1598634556,Cengage Learning PTR,David Busch's Nikon D60 Guide to Digital SLR Photography / Edition 1,David D. Busch,978-1598635775,Cengage Learning,0
864449,5108,1170,Canon EOS 40D Guide to Digital Photography,David D. Busch,,,David Busch's Canon EOS Rebel SL1/100D Guide to Digital SLR Photography,David D. Busch,978-1285839165,Cengage Learning,0
864478,5108,1593,Canon EOS 40D Guide to Digital Photography,David D. Busch,,,David Busch's Nikon D3100 Guide to Digital SLR Photography,David D. Busch,978-1435459403,Cengage Learning,0
864581,5108,3568,Canon EOS 40D Guide to Digital Photography,David D. Busch,,,David Busch's Olympus OM-D E-M5 Guide to Digital Photography,David Busch,978-1285429977,Cengage Learning,0
864594,5108,3791,Canon EOS 40D Guide to Digital Photography,David D. Busch,,,David Busch's Nikon D600 Guide to Digital SLR Photography,David D. Busch,978-1285428338,Cengage Learning,0
864673,5108,4902,Canon EOS 40D Guide to Digital Photography,David D. Busch,,,David Busch's Nikon D3s/D3x Guide to Digital SLR Photography,David D. Busch,978-1435454347,Cengage Learning,0
864732,5108,5970,Canon EOS 40D Guide to Digital Photography,David D. Busch,,,David Busch's Nikon D5100 Guide to Digital SLR Photography,David D. Busch,978-1435460850,Cengage Learning,0
866331,5117,1159,David Busch's Canon EOS Digital Rebel XSi/450D Guide to Digital SLR Photography,David D. Busch,978-1598635782,Cengage Learning PTR,David Busch's Canon EOS 6D Guide to Digital SLR Photography,David D. Busch,978-1285434629,Cengage Learning,0
866526,5117,4477,David Busch's Canon EOS Digital Rebel XSi/450D Guide to Digital SLR Photography,David D. Busch,978-1598635782,Cengage Learning PTR,David Busch's Nikon D7000 Guide to Digital SLR Photography,David D. Busch,978-1435459427,Cengage Learning,0
866552,5117,4840,David Busch's Canon EOS Digital Rebel XSi/450D Guide to Digital SLR Photography,David D. Busch,978-1598635782,Cengage Learning PTR,David Busch's Sony Alpha SLT-A65 Guide to Digital Photography,David D. Busch,978-1133597124,Cengage Learning,0
866632,5117,6179,David Busch's Canon EOS Digital Rebel XSi/450D Guide to Digital SLR Photography,David D. Busch,978-1598635782,Cengage Learning PTR,David Busch's Compact Field Guide for the Canon EOS Rebel T2i/550D,David D. Busch,978-1435458765,Cengage Learning,0
866665,5117,6596,David Busch's Canon EOS Digital Rebel XSi/450D Guide to Digital SLR Photography,David D. Busch,978-1598635782,Cengage Learning PTR,Canon EOS 40D Guide to Digital Photography / Edition 1,David D. Busch,978-1598635102,Cengage Learning,0
866815,5117,9129,David Busch's Canon EOS Digital Rebel XSi/450D Guide to Digital SLR Photography,David D. Busch,978-1598635782,Cengage Learning PTR,David Busch's Sony Alpha NEX-5/NEX-3 Guide to Digital Photography,David D. Busch,978-1435459182,Cengage Learning,0
867814,5120,4731,David Busch's Pentax K200D Guide to Digital SLR Photography,David D. Busch# Matthew Bamberg,978-1598638028,Course Technology PTR,David Busch?s Nikon D5000 Guide to Digital SLR Photography / Edition 1,David D. Busch,978-1435454972,Cengage Learning,0
867889,5120,5855,David Busch's Pentax K200D Guide to Digital SLR Photography,David D. Busch# Matthew Bamberg,978-1598638028,Course Technology PTR,David Busch's Canon EOS 7D Guide to Digital SLR Photography,David D. Busch,978-1435456921,Cengage Learning,0
868791,5122,6580,David Busch's Quick Snap Guide to Adobe Photoshop.com: An Instant Start-Up Manual for Editing and Sharing Your Photos Online,David Busch# Rebekkah Hilgraves,978-1598638158,Cengage Learning PTR,Quick Snap Guide to Digital SLR Photography: An Instant Start-Up Manual for New dSLR Owners,David D. Busch,978-1598631876,Cengage Learning,0
869361,5127,2471,Composition for Computer Musicians,Michael Hewitt,,,Composition for Computer Musicians,Michael Hewitt,978-1598638615,Cengage Learning,1
870168,5133,3895,David Busch's Canon EOS 50D Guide to Digital SLR Photography,David D. Busch,978-1598639049,Cengage Learning PTR,David Busch's Sony Alpha NEX-7 Guide to Digital Photography,David D. Busch,978-1133597452,Cengage Learning,0
870215,5133,4562,David Busch's Canon EOS 50D Guide to Digital SLR Photography,David D. Busch,978-1598639049,Cengage Learning PTR,David Busch's Nikon D4 Guide to Digital SLR Photography,David D. Busch,978-1285084589,Cengage Learning,0
870354,5133,6707,David Busch's Canon EOS 50D Guide to Digital SLR Photography,David D. Busch,978-1598639049,Cengage Learning PTR,David Busch's Canon EOS Rebel T2i/550D Guide to Digital SLR Photography,David D. Busch,978-1435457669,Cengage Learning,0
870381,5133,726,David Busch's Canon EOS 50D Guide to Digital SLR Photography,David D. Busch,978-1598639049,Cengage Learning PTR,David Busch's Nikon D7100 Guide to Digital SLR Photography,David D. Busch,978-1285763095,Cengage Learning,0
870943,5135,6006,LPIC-1 In Depth,Michael Jang,978-1598639674,Cengage Learning PTR,WordPress In Depth,Bud E. Smith# Michael McCallister,978-0789741073,Que,0
871500,5137,726,David Busch's Digital Photography Bucket List: 100 Great Digital Photos You Must Take Before You Die,David D. Busch,978-1598639933,Cengage Learning PTR,David Busch's Nikon D7100 Guide to Digital SLR Photography,David D. Busch,978-1285763095,Cengage Learning,0
877082,5184,8673,Linked Data,Tom Heath# Christian Bizer# James Hendler,978-1608454303,Morgan & Claypool Publishers,Linked Data,Tom Heath# Christian Bizer,978-1608454303,Morgan and Claypool Publishers,1
881853,5230,862,Idiot's Guides: Microsoft Excel 2013,Michael Miller,,,Pivot Table Data Crunching: Microsoft Excel 2010,Bill Jelen# Michael Alexander,978-0789743138,Que,0
883765,5252,4581,From Gutenberg to Zuckerberg: Disruptive Innovation in the Age of the Internet,John Naughton,,,From Gutenberg to Zuckerberg: Disruptive Innovation in the Age of the Internet,John Naughton,978-1623658786,Quercus,1
888413,5279,9557,CISM Certified Information Security Manager Certification Exam Preparation Course in a Book for Passing the CISM Exam - The How To Pass on Your First Try Certification Study Guide,William Manning,978-1742443010,EMEREO PTY LTD,Comptia A+ Exam Preparation Course In A Book For Passing The Comptia A+ Certified Exam - The How To Pass On Your First Try Certification Study Guide,William Manning,978-1742441979,Emereo Pty Ltd,0
888617,5281,9557,CGEIT Exam Certification Exam Preparation Course in a Book for Passing the CGEIT Exam - The How To Pass on Your First Try Certification Study Guide,William Manning,978-1742444017,Tebbo,Comptia A+ Exam Preparation Course In A Book For Passing The Comptia A+ Certified Exam - The How To Pass On Your First Try Certification Study Guide,William Manning,978-1742441979,Emereo Pty Ltd,0
890540,5304,6356,Microsoft Dynamics GP 2013 Financial Management,Ian Grieve,,,Microsoft Dynamics GP 2013 Financial Management,Ian Grieve,978-1782171300,Packt Publishing,1
891094,5310,9342,Marketing Automation with Eloqua,Ben Griffith,,,Marketing Automation with Eloqua,Ben Griffith,978-1782177784,Packt Publishing,1
891141,5312,7909,Reporting with Visual Studio and Crystal Reports,Mahmoud Elkoush,,,Reporting with Visual Studio and Crystal Reports,Mahmoud Elkoush,978-1782178026,Packt Publishing,1
893253,5345,5935,Photoshop Elements 7 in Easy Steps: For Windows and Mac,Nick Vandome,,,Photoshop Elements 13 in Easy Steps,Nick Vandome,978-1840786408,In Easy Steps Limited,0
893796,5347,4686,Computer Basics in Easy Steps  Windows 7 Edition,Michael Price,,,Computing for Seniors in Easy Steps: Updated for Windows 7,Sue Price,978-1840783995,In Easy Steps Limited,0
896570,5369,5260,Digital Image Processing: An Algorithmic Introduction using Java,Wilhelm Burger# Mark J. Burge,978-1846283796,Springer,Principles of Digital Image Processing: Core Algorithms / Edition 1,Wilhelm Burger# Mark J. Burge,978-1848001947,Springer London,0
911356,5501,3406,Fieldwork for Design: Theory and Practice,David Randall# Richard Harper# David Randall# Mark Rouncefield# Richard Harper,978-1849966474,Springer,"Game Design: Theory And Practice, Second Edition / Edition 2",Richard Rouse III# Steve Ogden,978-1556229121,Jones & Bartlett Learning,0
919205,5535,2191,"Geometry for Computer Graphics: Formulae, Examples and Proofs",John Vince,978-1852338343,Springer,Computer Graphics: Principles and Practice / Edition 3,John F. Hughes# Andries van Dam# Morgan McGuire# David F. Sklar,978-0321399526,Addison-Wesley,0
945942,5725,6418,Autodesk Maya 2015: A Comprehensive Guide,Prof. Sham Tickoo Purdue Univ.# Cadcim Technologies# Prof. Sham Tickoo Purdue Univ.,,,Autodesk 3ds Max 2016: A Comprehensive Guide,Prof. Sham Tickoo Purdue Univ.,978-1942689041,Cadcim Technologies,0
981762,6080,6274,Fundamentals of Computer Security,Josef Pieprzyk# Thomas Hardjono# Jennifer Seberry# Thomas Hardjono,978-3540431015,Springer,Fundamentals of Computational Neuroscience / Edition 2,Thomas Trappenberg,978-0199568413,Oxford University Press,0
1036308,6528,9361,Digital Photo Editing for Seniors: Learn How to Edit Your Digital Photos with Arcsoft PhotoStudio,Addo Stuur,,,Digital Photo Editing for Seniors: Learn How to Edit Your Digital Photos with Arcsoft PhotoStudio,Addo Stuur,978-9059050648,Visual Steps Publishing,1
1036330,6531,2802,Samsung Galaxy Tab 4 for Seniors: Get Started Quickly with This User-Friendly Tablet with Android 4.4,Studio Visual Steps,,,iPhone with iOS 9 and Higher for Seniors: Get Started Quickly with the iPhone,Studio Visual Steps,978-9059056916,Visual Steps Publishing,0
1036343,6532,4503,iPad with iOS 8 and higher for Seniors: Learn to Work with the iPad,Studio Visual Steps,978-9059053502,Visual Steps Publishing,Tips and Tricks for the iPad with iOS 8 for Seniors: Get More Out of Your iPad,Studio Visual Steps,978-9059053908,Visual Steps Publishing,0
1036360,6534,2802,iPhone with iOS 8 and higher for Seniors: Get Started Quickly with the iPhone,Studio Visual Steps,,,iPhone with iOS 9 and Higher for Seniors: Get Started Quickly with the iPhone,Studio Visual Steps,978-9059056916,Visual Steps Publishing,0
1036363,6534,4503,iPhone with iOS 8 and higher for Seniors: Get Started Quickly with the iPhone,Studio Visual Steps,,,Tips and Tricks for the iPad with iOS 8 for Seniors: Get More Out of Your iPad,Studio Visual Steps,978-9059053908,Visual Steps Publishing,0
1036367,6534,8300,iPhone with iOS 8 and higher for Seniors: Get Started Quickly with the iPhone,Studio Visual Steps,,,Samsung Galaxy Tab for Seniors: Get Started Quickly with This User-Friendly Tablet,Studio Visual Steps,978-9059054417,Visual Steps Publishing,0
1051839,6669,5867,"101 Nook Color Tips, Tricks, and Hacks: The Unofficial Guide to Getting the Most Out of the Newest Nook eReader By William Percy",Minute Help Guides,,Minute Help Press,"101 Nook Color Tips, Tricks, and Hacks: The Unofficial Guide to Getting the Most Out of the Newest Nook eReader",Minute Help Guides,978-1610423502,Minute Help Press,1
1053667,6682,1701,View and Manage Your Photos on the iPad: The Mini Missing Manual,J. D. Biersdorfer,,O'Reilly Media,iPod: The Missing Manual,Biersdorfer,978-1449316198,"O'Reilly Media, Incorporated",0
1053848,6682,5856,View and Manage Your Photos on the iPad: The Mini Missing Manual,J. D. Biersdorfer,,O'Reilly Media,View and Manage Your Photos on the iPad: The Mini Missing Manual,J. D. Biersdorfer,978-1449390631,"O'Reilly Media, Incorporated",1
1054263,6683,6096,iBooks and ePeriodicals on the iPad: The Mini Missing Manual,J. D. Biersdorfer,,O'Reilly Media,iPad: The Missing Manual,Biersdorfer,978-1449316181,"O'Reilly Media, Incorporated",0
1056804,6733,9424,How To PvP In WoW - Your Step-By-Step Guide To PvP In WoW,HowExpert Press,,HowExpert.com,How to Play Rift: Your Step-By-Step Guide to Playing Rift,HowExpert,294-0033113088,HowExpert Press,0
1063062,6797,2953,What's New in Flash Player 11,Joseph Labrecque,,O'Reilly Media,What's New in Adobe AIR 3,Joseph Labrecque,978-1449318659,"O'Reilly Media, Incorporated",0
1064476,6812,4425,A Newbies Guide to iCloud: The Unofficial Guide to Making the Move Into the Cloud,Minute Help Guides,,Minute Help Press,A Newbies Guide to Apple Watch: The Unofficial Guide to Getting the Most Out of Apple Watch,Minute Help Guides,978-1512021035,CreateSpace Publishing,0
1071310,6882,3835,Photoshop CS6 Beta New Features: Digital Classroom Preview,Jennifer Smith,,Wiley,Premiere Pro CS6 Digital Classroom,Jerron Smith# AGI Creative Team,978-1118494547,Wiley,0
1074153,6914,9885,CCNA Security 640-554 Quick Reference,Anthony Sequeira,,Cisco Press,CCNA Security 640-554 Quick Reference,Anthony Sequeira,978-0133057478,Pearson Education,1
1074294,6921,48,JavaScript and HTML5 Now,Kyle Simpson,,O'Reilly Media,JavaScript and HTML5 Now,Kyle Simpson,978-1449339067,"O'Reilly Media, Incorporated",1
1079830,6983,298,Help Me! Guide to the Nook GlowLight: Step-by-Step User Guide for Barnes and Noble's First Backlit eReader,Charles Hughes,,,Help Me! Guide to the iPad Air 2: Step-by-Step User Guide for the Sixth Generation iPad and iOS 8,Charles Hughes,978-1505629866,CreateSpace Publishing,0
1080936,6995,8829,Autodesk 3ds Max Design 2013: A Tutorial Approach,Prof. Sham Tickoo Purdue Univ. and CADCIM Technologies,,CADCIM Technologies,The eyeon Fusion 6.3: A Tutorial Approach,Sham Tickoo,294-0148557029,CADCIM,0
1086694,7066,4199,Getting Started with Arduino and .NET,Agus Kurniawan,,PE Press,"Getting Started with ASP.NET 5 for OS X, Linux, and Windows",Agus Kurniawan,978-1329195882,Lulu.com,0
1086717,7066,9564,Getting Started with Arduino and .NET,Agus Kurniawan,,PE Press,Getting Started with pcDuino3,Agus Kurniawan,978-1312646940,Lulu.com,0
1094997,7153,5682,Industrial Internet,Jon Bruner,,O'Reilly Media,Industrial Internet,Jon Bruner,978-1449365905,"O'Reilly Media, Incorporated",1
1104484,7239,454,Real-Time Big Data Analytics: Emerging Architecture,Mike Barlow,,O'Reilly Media,Real-Time Big Data Analytics: Emerging Architecture,Mike Barlow,978-1449364694,"O'Reilly Media, Incorporated",1
1116842,7401,7416,"Start Concurrent: An Introduction to Problem Solving in Java with a Focus on Concurrency, 2014",Barry Wittman# Aditya Mathur# Tim Korb,,Purdue University Press,"Start Concurrent: An Introduction to Problem Solving in Java with a Focus on Concurrency, 2014",Barry Whitman# Aditya Mathur# Tim Korb,978-1626710108,Purdue University Press,1
1129349,7549,8935,Group Policy Administration: The Personal Trainer for Windows Server 2008 and Windows Server 2008 R2,William Stanek,,,Group Policy Administration: The Personal Trainer for Windows Server 2008 and Windows Server 2008 R2,William Stanek,978-1627161626,Stanek & Associates,1
1135275,7646,1285,"Windows Command Line: The Personal Trainer for Windows 7, Windows Server 2008 & Windows Server 2008 R2",William Stanek,,,Windows Command Line: The Personal Trainer for Windows 8.1 Windows Server 2012 and Windows Server 2012 R2,William Stanek,978-1627164139,RP Media,0
1135835,7653,1747,CWNA: Certified Wireless Network Administrator Official Study Guide: Exam CWNA-106,David D. Coleman# David A. Westcott,,,CWAP Certified Wireless Analysis Professional Official Study Guide: Exam PW0-270,David A. Westcott# David D. Coleman# Ben Miller# Peter Mackenzie,978-0470769034,Wiley,0
1138564,7681,197,Mastering Excel Macros: Debugging,Mark Moore,,,Mastering Excel Macros: Introduction,Mark Moore,294-0046327472,Mark Moore,0
1139221,7684,6007,Content Chemistry: An Illustrated Handbook for Content Marketing,Andy Crestodina,,,Content Chemistry: An Illustrated Handbook for Content Marketing,Andy Crestodina,978-0988336438,"Orbit Media Studios, Inc",1
1140808,7699,59,Kindle Voyage User Manual: Tips & Tricks Guide to Enjoy Your E-reader!,Shelby Johnson,,,Samsung Galaxy Tab 4 User Manual: Tips & Tricks Guide for Your Tablet!,Shelby Johnson,978-0692272497,RAM Internet Media,0
1145557,7731,2237,Alan Turing: The Imitation Game - Storia di un enigma,Andrew Hodges# David Mezzacapa,,Bollati Boringhieri,Alan Turing: The Enigma,Andrew Hodges# Gordon Griffin,978-1491587980,Brilliance Audio,0
1150947,7780,1527,The Basics of Digital Forensics: The Primer for Getting Started in Digital Forensics,John Sammons,,,The Basics of Digital Forensics: The Primer for Getting Started in Digital Forensics,John Sammons,978-0128016350,Elsevier Science,1
1152514,7796,3527,Database Programming Using R,Agus Kurniawan,,PE Press,Go Programming by Example,Agus Kurniawan,978-1312939301,Lulu.com,0
1158032,7841,1285,"Windows Command-Line for Windows 8.1, Windows Server 2012, Windows Server 2012 R2",William Stanek,,,Windows Command Line: The Personal Trainer for Windows 8.1 Windows Server 2012 and Windows Server 2012 R2,William Stanek,978-1627164139,RP Media,1
1169692,8006,347,"Mike Meyers' CompTIA Network+ Guide to Managing and Troubleshooting Networks, Fourth Edition",Mike Meyers,,,"Mike Meyers' CompTIA A+ Guide to Managing and Troubleshooting PCs, 4th Edition (Exams 220-801 & 220-802)",Mike Meyers,978-0071809481,McGraw-Hill Education,0
1175156,8049,209,Microsoft Azure Essentials Azure Automation,Michael McKeown,,Microsoft Press,Microsoft Azure Essentials - Fundamentals of Azure,Michael Collier# Robin Shahan,978-0735697300,Pearson Education,0
1177442,8077,1285,IIS 8 Administration: The Personal Trainer for IIS 8.0 and IIS 8.5,William Stanek,,,Windows Command Line: The Personal Trainer for Windows 8.1 Windows Server 2012 and Windows Server 2012 R2,William Stanek,978-1627164139,RP Media,0
1185916,8193,5623,Getting Started with Windows 10 for Raspberry 2,Agus Kurniawan,,PE Press,Getting Started with Arduino and Python,Agus Kurniawan,978-1312021174,Lulu.com,0
1188620,8228,5432,The Internet Of Garbage,Sarah Jeong,,Forbes Media,The Internet Of Garbage,Sarah Jeong,978-1508018865,Forbes Media,1
1208414,8502,6437,Office 2016 For Dummies,Wallace Wang,,For Dummies,Office XP Para Dummies (Office XP for Dummies),Wallace Wang# Wally Wang# Rich Tennant,978-0764540998,Wiley,0
1208423,8502,9256,Office 2016 For Dummies,Wallace Wang,,For Dummies,Microsoft Office XP for Dummies,Wallace Wang# Wally Wang,978-0764508301,Wiley,0
1208773,8503,8647,OneNote Essentials,J. D. Guest Sr.,,J.D. Guest Sr.,SVG Essentials,J. David Eisenberg# Amelia Bellamy-Royds,978-1449374358,"O'Reilly Media, Incorporated",0
